"","hh","em","ex","ag","cn","op","op_score","ag_score","ex_score","cn_score","hh_score","em_score","op_qscore","ag_qscore","ex_qscore","cn_qscore","hh_qscore","em_qscore"
"17",3.70992529040132,4.0590617000014,3.83337793055007,3.10329632241889,3.10322785227771,3.53540954879257,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"18",3.28898637591107,3.74433047469226,1.93806024904428,3.09356299075589,4.21972856435035,4.36835836124178,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"19",2.67466552822354,2.03924237640154,2.65556492577218,1.85739438556162,3.46539475538626,2.41506337151283,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"20",2.39969042631275,4.06429332756106,3.43165946509036,3.20589438324636,4.14028990703278,3.58838600397662,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"21",3.13134593850368,3.28539760030843,4.08901102686971,3.10180355039047,3.67113884655302,3.23291591971254,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"22",2.94483914625277,3.48386513864968,3.79470095643776,3.24090286325864,4.08946435446741,3.49411269616057,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"23",2.23268291307791,2.95680450665024,3.47676834242,2.9256024000443,3.52750495603417,3.13967551570937,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"24",4.13393189281396,3.2226992140883,2.90964171146333,3.09896441404514,3.77214585439341,2.60055373246147,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"25",3.73711048504081,4.50410246007858,3.54057405685402,2.92631288851762,2.74634107527222,3.04536520904363,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"26",3.34615084084473,3.76828595434579,2.77871051080602,3.1773485762713,2.99957929986127,3.38788721309481,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"27",2.80629738686287,3.27121035541653,4.16541318156212,3.27960701971977,4.13552959668026,3.37199174339901,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"28",2.53662398904542,3.19226389661272,3.18377267294528,2.73381017815627,2.88131452986827,2.94988001754183,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"29",2.20508920923193,2.45872488339953,2.96230882881431,2.02965926240295,2.77016937039107,2.75154235412228,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"30",3.3110699536372,2.13922496498992,3.27089591261583,3.37074460594271,3.87605039460237,4.36990209914151,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"31",4.61655153967072,4.3373001014935,2.79664214675582,3.24326269919241,3.79139019214252,3.25671989189903,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"32",2.79765469514171,3.78308962220842,4.06590033386126,4.10189460388715,4.23510586347686,3.81897949773701,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"33",3.45561089296417,2.43869966460376,3.29071361389009,3.58033924241812,3.54765259698067,1.04437591960485,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"34",3.2442646735555,3.41729707806935,4.51607722417244,3.48470743466277,3.28049002071781,4.12651354356423,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"35",3.15361358572125,2.70435063018491,3.46590879610653,2.50566672621602,3.40097343317982,3.77352869841859,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"36",4.57106230027983,3.5378389317899,3.01066632941481,3.51087105465363,4.5434056535109,3.2013366667238,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"37",3.53802999542901,3.41354394423174,4.21505477765103,3.84428969507419,3.80252164670839,4.44416163242841,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"38",4.00879127351854,3.38289716903256,3.63830852596296,2.0787102088776,3.71981528770186,3.98324982451542,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"39",3.16669643519513,2.00151215646097,4.29878198089489,3.13631825848303,2.78000006123818,3.10955107638838,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"40",2.20182994326375,3.43144762857358,3.72532574758587,2.72813381967309,4.11641683880754,4.00410876690861,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"41",4.56617601789845,3.47662654382998,3.29333894423985,3.63655839650491,4.26326267424242,3.71427281210644,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"42",4.02971342851001,4.39291232343296,4.69405102301985,3.01236875171501,3.32041462086358,3.36792778528451,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"43",1.17057512285833,3.58340414666708,3.18930745823127,2.80078454566812,4.06003738906174,3.69260831167591,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"44",4.00569447434065,2.92011503647111,4.03796531012923,3.38048559806159,4.26289294940338,4.12458401384319,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"45",3.36097278713378,3.96205796954866,3.01679629950818,3.32867629581741,3.89302318494845,3.74103721211273,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"46",2.90530430081802,3.85686026251688,4.05431514581502,2.32739251440589,4.46834624578306,3.42352042554298,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"47",2.84674838255918,4.58125908314001,2.88523821963205,3.74410981016789,2.51710802837746,4.0039223208539,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"48",4.16399643864462,3.37880370289363,3.40688196588299,2.91774162154287,3.42373174174779,3.01212887910293,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"49",4.0108323055292,2.93795114113431,3.57394986449726,2.90145566499861,3.63763826971984,2.83790984986208,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"50",3.84222928446248,4.31724126603426,3.10305608211697,2.95021234036209,3.60946728027157,3.16383040051247,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"51",3.59177617181369,2.91451784220434,3.07936577368436,3.47554410698945,4.02924286723194,2.58981663394332,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"52",3.6810823482957,2.78427338682242,3.69117349533537,3.8493008429241,3.42452023029039,3.77975867773853,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"53",4.26901303847339,3.75559279695084,3.20020379437421,3.29364918586368,4.18589576973269,3.00069413842818,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"54",3.80473127993743,3.20965160203484,3.53569085610773,3.86245254012438,3.59179366843503,3.19021269892723,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"55",2.99935909088542,4.6306676099292,3.27140458621,3.4353209592326,2.4003561815693,3.795052674947,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"56",3.24116566919876,3.5973547079473,4.1511879755854,2.2792301753996,4.14471130347684,4.0366970056022,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"57",3.41795801235098,3.98764293103513,2.65223888818346,2.9664725727583,3.55896068387376,2.37538450969616,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"58",1.99861353932428,2.11335249246306,2.39923219992653,2.93521052066471,4.23061212256563,3.53183844566103,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"59",3.2215688786946,3.80900147253483,4.3316961453599,3.75467079243599,3.08484193409878,4.09355663061077,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"60",3.40001516092028,2.65672867034008,4.1815519221485,3.44446975980823,3.40314388778804,3.86283282837949,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"61",4.57826234246862,2.97262633130821,2.80475152575188,2.54560900739358,3.53065832826141,3.6548935306949,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"62",3.35624923230297,4.35379735015447,2.89491905244017,1.74867274399637,4.2502919191448,4.40272754035211,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"63",3.07242389353645,3.96843699344921,4.79838228277814,3.52246572324211,3.92813981324233,3.42533026618498,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"64",2.75522730955576,4.37684921876587,3.74767967933518,2.70565667492455,2.23911024171335,3.17553482880938,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"65",2.72450321728062,3.15784294034648,2.79154196738643,3.72077925289669,3.53189355121609,3.29311269770706,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"66",2.60468990323912,2.64827652538315,2.75385435038867,2.91162190160395,2.44557016949255,3.77832000765631,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"67",3.41607440458049,3.5976692890853,3.36003754424444,2.96690939725098,2.75742433441749,3.18734878530254,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"68",3.11591387700092,3.30463800107807,3.2675350307205,2.65695764582588,2.80571642177857,4.64036311066636,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"69",2.82859640256121,4.11626207383915,3.05490691317893,3.30247642492985,2.56001854222225,3.13469039295848,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"70",3.60073915632963,3.44127236680474,3.29051699905945,3.14021847550013,3.68699310051401,4.10004073492327,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"71",4.11060122687729,4.0654185692454,3.3724862726033,2.5633380694012,3.34820276061692,3.52175861923003,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"72",2.10366906833011,2.89189461091513,4.23390280074091,2.79946153164653,3.18431208453425,3.48577148367978,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"73",2.88204476925101,4.03349785817643,3.46907438084916,3.18559021337736,3.49156194930032,3.53986950559692,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"74",3.43781422324405,3.19426676230643,1.58649678751323,2.21087399045988,2.83712300765705,2.3167939651223,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"75",2.3310525680779,4.38454398062091,4.15439640150908,3.76761079949786,3.17569189466423,4.38624002792383,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"76",2.60997144430829,4.70045273475144,3.28047816754917,3.56768649643828,4.03833466757715,2.90090220899595,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"77",3.38128159961276,3.35911379537509,3.22817013520777,3.15585679643227,4.57924210708752,4.06401411085992,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"78",4.27302440219681,4.30072528443843,3.98705531302858,1.79857019808982,3.09582883892661,3.02707631772767,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"79",2.46054689856471,3.82070643998106,4.38777669054065,4.50899759469582,4.10289373590919,2.74680089937384,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"80",3.08660775018809,2.62370772854723,2.91142775293068,2.80247309704203,2.78732168462611,4.56411110803576,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"81",3.19555524575148,3.05672637742742,3.73075397978914,3.81868702207658,4.21059218990235,3.65453215922259,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"82",3.49985578586951,4.11810491821097,2.92818465285022,4.05129496890934,3.70464753384798,3.37912366884399,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"83",3.37511178962245,3.72883132099402,3.82687384403076,4.14951245634052,3.90460627484288,3.99719413283988,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"84",4.31961768565703,3.71694522949757,3.95430436421192,3.96292142943758,4.35972938587255,2.60577499344943,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"85",4.25557145345679,3.80732023486431,3.88348556676283,3.59960104736591,2.43267409462398,3.09054513863283,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"86",4.09649941350807,3.28875144546999,4.35115373350719,3.64570160714766,2.81993118725654,2.71425815517473,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"87",3.42826302973143,3.54581583681477,3.48915392949238,2.68463919024604,2.65195917783097,2.11976467913735,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"88",3.24145660972906,4.46384722547859,3.99401239574558,2.60304853862039,2.84997363266192,3.07406135637373,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"89",4.0683102105817,3.36441860008064,3.15654584250926,2.53332736287615,2.88749429519515,3.35201162001602,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"90",4.2129549222276,4.44619641324463,2.27642240029465,3.37175737019709,3.20931178954877,4.31086950651969,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"91",3.56787386718633,2.11863900114209,3.73068921492528,3.79452358433793,3.62156506323649,3.52585216159877,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"92",3.18929585020839,2.30619976607269,2.90633444640087,2.96643675354782,3.51298129909273,3.93100798425745,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"93",3.03602954792572,1.84573906864317,3.61249027913763,2.35394600449844,3.35426209577101,4.04785262992068,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"94",3.20370127020782,3.10218950418709,4.47879003161757,2.37701507210336,3.08900658038156,3.35831926470942,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"95",1.96876272247981,3.1730930614652,2.77710116214828,2.95522709645018,3.74093676004791,2.8285606781675,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"96",3.78166774962779,3.24299758249148,2.98601075212719,3.56056856780098,2.41970465331831,2.98035387558398,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"97",2.7252203198162,3.94973329725926,3.32933575468279,3.05580667119981,3.95066365509856,3.38049284656967,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"98",3.55643052638679,3.03615781856068,2.77904345566788,3.17860837416084,2.9386407992529,3.52390666712604,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"99",4.28787433956713,3.83940933484147,3.83022021489635,3.53140535350217,2.63005358541053,3.3170826121537,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"100",2.17200217565444,2.64518672278626,3.67124216717511,2.79826732648933,4.02713846236278,3.06870105730796,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"101",2.51286159229938,3.58485856585281,3.84102408891401,2.61688534278561,3.36070389069647,3.50702693261203,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"102",3.34431541401614,2.99873136452693,3.09345855069029,3.55008607686279,2.82148214968249,3.42679347533988,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"103",4.52037519440039,2.86921232076223,4.00224705979575,2.44670712406155,3.54622734462592,4.21810138681719,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"104",3.66219964499606,4.34954957268422,4.20561191083279,2.74908240404604,2.49645303155391,4.08111693968215,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"105",2.76859962321113,3.2760689365889,3.69495970902398,2.39328653578692,3.58186787000496,3.37751168518076,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"106",3.92674221710369,3.13077935487968,3.72497432972455,3.52698467737152,3.5089638072799,2.5744583017722,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"107",3.54803935790911,2.99854390405562,4.10937321803836,4.16266970312721,3.5205033668111,3.09559034591484,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"108",4.36318758680738,3.53856877776016,3.11850479478964,2.86714428097318,3.16070867829075,3.19804733392011,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"109",2.2925842721167,4.53516793114766,3.62570561564991,3.01722608732912,3.12470764033116,2.88672137415398,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"110",3.83636715698859,3.58012046947716,2.42473945880751,2.44771970167071,4.43554478960636,1.37995827040245,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"111",3.84236229437809,2.75347475130219,3.55447587094807,3.20899581496601,3.41862332638709,4.51469301831589,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"112",3.04032401071001,2.93247743365047,3.27076642377059,3.3122554751622,4.05895604114828,4.13828010644234,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"113",2.95754859008552,3.22329088376955,3.49140972679531,2.14743305006711,4.33964633126213,4.47789413282861,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"114",2.37243365118962,4.05380841123431,4.46541497654186,3.57033909233178,4.25428156677868,3.79166518428839,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"115",2.81360205160174,3.88636052454632,3.92395706309784,4.08868484602368,3.26666118876308,3.12965230895767,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"116",2.96887028415128,2.77877937873262,3.99383722897878,2.99083576939244,4.8323278073181,3.24815514938999,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"117",2.75179838972063,3.26766820970749,4.06593619758305,2.34777864693924,2.52225566505001,3.57911473741462,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"118",3.23872433985731,4.57122318652248,3.39607071297541,3.13598188829892,3.08242160456929,3.31115798362258,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"119",3.03280453228547,2.86279362162016,3.84068658811469,3.92174104691856,3.66631259214437,2.69754719589764,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"120",3.87962051948352,3.38531560889538,3.99409958097297,3.48921069512523,3.50392531514153,3.11295417505934,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"121",3.03477693964504,4.6940027716037,3.17002936339589,3.04964363584161,4.33995446162332,4.40338360455483,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"122",2.74482018425132,1.75964746125425,4.7803276982126,2.81632862774595,3.44349121240807,3.19104437679103,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"123",3.40652368133041,2.00178688146999,4.91234265337468,2.77244472164816,3.59591897038943,3.41861584500311,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"124",4.01430002156475,3.36136387654789,4.00354327635761,2.38207250421057,2.81794188608465,4.25535933067933,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"125",2.83989218243056,3.64024669674642,3.67787307839128,3.5527231616512,3.31404555713719,2.99752413316689,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"126",2.63354633742573,4.16353331371797,2.93757723081894,3.17748240836152,3.22341875344128,3.29466933439329,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"127",3.52557202504202,2.85180001254101,2.68438875721007,2.88446768388456,2.74497763054987,3.30723343316202,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"128",3.23955211950125,3.4586166858384,3.49500365476876,2.39015737216399,3.90413245684136,3.7460600398728,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"129",4.00543623227194,2.28818410177861,3.22912731745399,3.54824537307804,3.19096768298884,2.82117619286557,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"130",2.67547702634088,3.00787825485581,3.92694201059919,3.76550126951172,3.74821144048903,4.41501743441743,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"131",2.713111583633,3.66853905685226,4.12340632977656,3.06716478804324,4.44288769036019,4.29688930004929,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"132",3.79819622492805,4.66013244544655,2.98081179345834,2.91650581134516,2.41748150172662,3.59952449083573,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"133",3.70992317937898,3.92852580708985,3.74045165957993,2.4044213983876,3.70243450801446,3.4706891134274,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"134",2.50186550914395,2.11287029973302,3.25994121124764,2.99318341188157,3.45391197065157,4.20204803653977,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"135",4.16293412013623,2.73485386946162,3.83233617667908,3.98270588906333,3.07348566009463,4.3191568831734,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"136",2.91065206483664,4.42420137436972,3.97931172349045,2.88290553840744,3.76451887798822,3.99076711789248,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"137",3.03006864892367,3.38959918537248,4.23549821794387,4.4028934361252,3.20622095271196,4.37640400415387,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"138",3.66622721067192,3.20614279045161,3.94750599388815,2.2490821368595,2.5224138852087,3.81715322662081,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"139",3.20985592593758,4.06364550230291,3.32572857403614,2.4357863041725,3.5580339216636,3.95947368160263,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"140",2.69174135565774,2.7238014697713,4.25032228327077,4.12393512236209,4.11545128591886,2.50104363287563,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"141",3.22503544152097,4.46176013482711,3.37357956297608,3.43181073875996,4.27412628234265,3.41546353273635,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"142",4.21058244940618,3.83887820275691,2.61348453838283,3.3529985706907,3.00930163021738,3.62306644502406,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"143",3.109767408721,2.39547514538316,4.7394720893723,3.09546246493525,3.68267183478644,3.23296240725332,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"144",2.74095061394417,3.46771640480249,3.62716214729222,3.07416587731022,4.3114656151843,4.38257153467674,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"145",3.28044275093759,4.5449585324619,3.42707784211678,2.94675890496341,3.14793789595844,3.08497636558346,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"146",4.26318123371809,2.03189048672896,3.70478735949351,2.88666905651098,2.42366223912152,4.59301523496471,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"147",3.13897641912378,3.83367836667561,3.40710413730466,2.95020696372547,2.16301418314278,3.63405005391652,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"148",3.00430098891474,3.3757648530813,2.9824562196737,4.0424137847618,3.88139797794183,3.03731711569438,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"149",4.12296384718764,3.17017509891007,3.62152289784517,2.43532981323444,1.73604449823499,2.91424964315587,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"150",2.03736763122601,3.91445210069468,3.34324822038759,4.21924858341262,3.33654906148394,4.51350061892095,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"151",3.23598082982078,2.53165365035864,4.59439644000994,4.13080459246584,3.46252054990739,4.76148009836443,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"152",3.36883742012372,3.96379514607416,4.45396416272149,3.52348096600072,3.74204538970707,3.36620683378172,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"153",2.90431728638909,3.25118436080403,2.94074861078132,2.40036179954067,3.55361709098211,3.18909428045487,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"154",3.11895848689467,3.16773212518564,3.18998786534578,3.34582393210696,3.07197040833546,3.69949528272014,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"155",3.06296906641936,3.4462257047111,3.92980892923574,3.29576303246251,2.69130309050457,2.7248845918792,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"156",3.07411438412641,4.20448746114398,3.87358293763554,3.37673909744484,3.63974111587349,2.96326557196798,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"157",2.38519313947727,4.70979600659626,4.18831563269667,3.7782408970532,2.52462735335001,4.63392297408727,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
"158",3.11307243775719,3.45485217833571,2.87985332688251,3.1627964301808,3.73867312291893,3.48520374050445,2.9,3.2,3.3,2.9,4.3,3.8,18,56,37,19,95,73
